name	traceId	time	duration
reductionTest.reduceBlock	KHdNyEdG	1422467610169226	116210
reductionTest.reduceBlock	KHdNyEdG	1422467610169563	116389
reductionTest.reduceBlock	KHdNyEdG	1422467610169899	116682
reductionTest.reduceBlock	KHdNyEdG	1422467610170236	115318
reductionTest.reduceBlock	KHdNyEdG	1422467610170571	116167
reductionTest.reduceBlock	KHdNyEdG	1422467610170908	116339
reductionTest.reduceBlock	KHdNyEdG	1422467610171246	115187
reductionTest.reduceBlock	KHdNyEdG	1422467610171587	124196
reductionTest.reduceBlock	KHdNyEdG	1422467610171932	115087
reductionTest.reduceBlock	KHdNyEdG	1422467610172267	115734
reductionTest.reduceBlock	KHdNyEdG	1422467610172621	115806
reductionTest.reduceBlock	KHdNyEdG	1422467610172959	139235
reductionTest.reduceBlock	KHdNyEdG	1422467610173321	147226
reductionTest.reduceBlock	KHdNyEdG	1422467610173688	125303
reductionTest.reduceBlock	KHdNyEdG	1422467610174036	116954
reductionTest.reduceBlock	KHdNyEdG	1422467610174375	116200
reductionTest.reduceBlock	KHdNyEdG	1422467610174711	117212
reductionTest.reduceBlock	KHdNyEdG	1422467610175050	116215
reductionTest.reduceBlock	KHdNyEdG	1422467610175387	116220
reductionTest.reduceBlock	KHdNyEdG	1422467610175725	115954
reductionTest.reduceBlock	KHdNyEdG	1422467610176063	115402
reductionTest.reduceBlock	KHdNyEdG	1422467610176399	122245
reductionTest.reduceBlock	KHdNyEdG	1422467610176765	115422
reductionTest.reduceBlock	KHdNyEdG	1422467610177100	132668
reductionTest.reduceBlock	KHdNyEdG	1422467610177456	150339
reductionTest.reduceBlock	KHdNyEdG	1422467610177830	130513
reductionTest.reduceBlock	KHdNyEdG	1422467610178181	116667
reductionTest.reduceBlock	KHdNyEdG	1422467610178519	127802
reductionTest.reduceBlock	KHdNyEdG	1422467610178869	116478
reductionTest.reduceBlock	KHdNyEdG	1422467610179207	115925
reductionTest.reduceBlock	KHdNyEdG	1422467610179544	128604
reductionTest.reduceBlock	KHdNyEdG	1422467610179895	128677
reductionTest.reduceBlock	KHdNyEdG	1422467610180245	129246
reductionTest.reduceBlock	KHdNyEdG	1422467610180602	116985
reductionTest.reduceBlock	KHdNyEdG	1422467610180953	115872
reductionTest.reduceBlock	KHdNyEdG	1422467610181291	116229
reductionTest.reduceBlock	KHdNyEdG	1422467610181628	115891
reductionTest.reduceBlock	KHdNyEdG	1422467610181965	129794
reductionTest.reduceBlock	KHdNyEdG	1422467610182316	129462
reductionTest.reduceBlock	KHdNyEdG	1422467610182667	128873
reductionTest.reduceBlock	KHdNyEdG	1422467610183016	116560
reductionTest.reduceBlock	KHdNyEdG	1422467610183354	115363
reductionTest.reduceBlock	KHdNyEdG	1422467610183690	116245
reductionTest.reduceBlock	KHdNyEdG	1422467610184041	116101
reductionTest.reduceBlock	KHdNyEdG	1422467610184378	127666
reductionTest.reduceBlock	KHdNyEdG	1422467610184744	116845
reductionTest.reduceBlock	KHdNyEdG	1422467610185082	116177
reductionTest.reduceBlock	KHdNyEdG	1422467610185420	116554
reductionTest.reduceBlock	KHdNyEdG	1422467610185759	116245
reductionTest.reduceBlock	KHdNyEdG	1422467610186096	141133
