time,count,p90,p99
1357711327000,520,0.000802,0.002757
1357711328000,524,0.000966,0.002096
1357711329000,530,0.000765,0.002416
1357711330000,925,0.000941,0.004593
1357711331000,597,0.000932,0.001963
1357711332000,486,0.000925,0.003197
1357711333000,532,0.000877,0.002093
1357711334000,698,0.000901,0.002307
1357711335000,705,0.000825,0.002072
1357711336000,395,0.001160,0.002265
1357711337000,430,0.000912,0.002300
1357711338000,400,0.000874,0.002788
1357711339000,493,0.000864,0.001943
1357711340000,376,0.000993,0.002976
1357711341000,952,0.000821,0.001871
1357711342000,490,0.000859,0.002214
1357711343000,651,0.000872,0.002204
1357711344000,548,0.000778,0.002805
1357711345000,611,0.000777,0.002239
1357711346000,354,0.001012,0.003902
1357711347000,860,0.001349,0.008113
1357711348000,591,0.000828,0.001993
1357711349000,576,0.000783,0.002233
1357711350000,586,0.000946,0.002170
1357711351000,641,0.000760,0.001729
1357711352000,368,0.000870,0.002163
1357711353000,513,0.000839,0.001870
1357711354000,485,0.000801,0.002065
1357711355000,1061,0.001257,0.005599
1357711356000,321,0.000970,0.001924
1357711357000,546,0.000911,0.001895
1357711358000,448,0.000891,0.002107
1357711359000,790,0.000832,0.002126
1357711360000,420,0.000808,0.002082
1357711361000,540,0.000661,0.001590
1357711362000,905,0.000858,0.001935
1357711363000,771,0.000862,0.001968
1357711364000,440,0.000876,0.002312
1357711365000,541,0.000845,0.002066
1357711366000,452,0.000920,0.002104
1357711367000,648,0.000874,0.002786
1357711368000,400,0.000995,0.003506
1357711369000,585,0.000896,0.002284
1357711370000,547,0.000868,0.002059
1357711371000,744,0.000855,0.001930
1357711372000,688,0.000859,0.002816
1357711373000,386,0.000803,0.003408
1357711374000,593,0.000915,0.002245
1357711375000,614,0.000867,0.002330
1357711376000,494,0.000864,0.002407
1357711377000,753,0.000760,0.001919
1357711378000,707,0.000840,0.001726
1357711379000,485,0.000788,0.001840
1357711380000,471,0.001144,0.002278
1357711381000,321,0.000880,0.002331
1357711382000,698,0.000873,0.001911
1357711383000,623,0.000789,0.001762
1357711384000,478,0.000774,0.001859
1357711385000,461,0.000858,0.001963
1357711386000,470,0.000906,0.002173
1357711387000,564,0.000951,0.003254
1357711388000,708,0.000755,0.002256
1357711389000,527,0.001760,0.003289
1357711390000,468,0.000993,0.004006
1357711391000,724,0.000900,0.002032
1357711392000,668,0.000901,0.001992
1357711393000,646,0.000821,0.002087
1357711394000,758,0.000817,0.002268
1357711395000,609,0.000711,0.001893
1357711396000,437,0.000903,0.006434
1357711397000,743,0.000854,0.002050
1357711398000,566,0.000942,0.003058
1357711399000,841,0.000813,0.001953
1357711400000,806,0.000895,0.002298
1357711401000,395,0.000821,0.001971
1357711402000,410,0.000921,0.001946
1357711403000,612,0.000893,0.002028
1357711404000,270,0.001001,0.004120
1357711405000,445,0.000778,0.003834
1357711406000,365,0.000858,0.002050
1357711407000,683,0.000836,0.001817
1357711408000,552,0.000814,0.001934
1357711409000,486,0.000797,0.002293
1357711410000,724,0.000761,0.003037
1357711411000,513,0.000819,0.002036
1357711412000,762,0.000847,0.001871
1357711413000,505,0.000764,0.002299
1357711414000,533,0.000863,0.002665
1357711415000,467,0.000703,0.001680
1357711416000,529,0.000914,0.001872
1357711417000,584,0.000955,0.002089
1357711418000,601,0.000794,0.002852
1357711419000,569,0.000952,0.002110
1357711420000,383,0.000839,0.002927
1357711421000,544,0.000697,0.001738
1357711422000,364,0.000873,0.002495
1357711423000,647,0.000794,0.002063
1357711424000,557,0.000819,0.002694
1357711425000,512,0.000820,0.001835
1357711426000,546,0.000779,0.001900
1357711427000,562,0.000819,0.002147
1357711428000,502,0.000719,0.001934
1357711429000,593,0.000866,0.002430
1357711430000,370,0.000945,0.002274
1357711431000,784,0.000800,0.003078
1357711432000,645,0.000897,0.002437
1357711433000,645,0.000838,0.002201
1357711434000,496,0.000913,0.001969
1357711435000,353,0.000991,0.002247
1357711436000,758,0.000836,0.002332
1357711437000,541,0.000858,0.003189
1357711438000,372,0.000782,0.001837
1357711439000,669,0.000766,0.001948
1357711440000,678,0.000786,0.001874
1357711441000,530,0.000841,0.002096
1357711442000,538,0.000862,0.003722
1357711443000,600,0.000842,0.003759
1357711444000,407,0.000905,0.001944
1357711445000,627,0.000901,0.002037
1357711446000,706,0.000812,0.002222
1357711447000,327,0.001000,0.004453
1357711448000,494,0.000945,0.002596
1357711449000,444,0.000911,0.003437
1357711450000,567,0.000851,0.002106
1357711451000,545,0.000874,0.003129
1357711452000,563,0.000857,0.002353
1357711453000,658,0.000792,0.001832
1357711454000,526,0.000927,0.001984
1357711455000,661,0.000933,0.001995
1357711456000,229,0.000907,0.001766
1357711457000,675,0.000845,0.002461
1357711458000,552,0.000904,0.003410
1357711459000,551,0.000822,0.001943
1357711460000,520,0.000688,0.001698
1357711461000,540,0.000711,0.001985
1357711462000,429,0.000877,0.003513
1357711463000,422,0.000833,0.002884
1357711464000,686,0.000939,0.002487
1357711465000,660,0.000757,0.001965
1357711466000,624,0.000833,0.001930
1357711467000,514,0.000784,0.001744
1357711468000,506,0.000833,0.002102
1357711469000,707,0.000878,0.002948
1357711470000,656,0.000786,0.001696
1357711471000,693,0.000670,0.002311
1357711472000,582,0.000854,0.002046
1357711473000,449,0.000897,0.002341
1357711474000,703,0.000719,0.002037
1357711475000,750,0.000797,0.002256
1357711476000,581,0.000843,0.002068
1357711477000,566,0.000951,0.002636
1357711478000,428,0.000806,0.001812
1357711479000,627,0.000818,0.002231
1357711480000,357,0.000866,0.002099
1357711481000,508,0.000892,0.002042
1357711482000,876,0.000803,0.003063
1357711483000,517,0.000997,0.002175
1357711484000,604,0.000861,0.002245
1357711485000,517,0.000871,0.002442
1357711486000,700,0.000791,0.002118
1357711487000,617,0.000802,0.002003
1357711488000,474,0.000912,0.001852
1357711489000,480,0.000679,0.002106
1357711490000,460,0.000906,0.001920
1357711491000,600,0.000885,0.001943
1357711492000,717,0.000883,0.002251
1357711493000,662,0.000833,0.001756
1357711494000,485,0.000801,0.002271
1357711495000,795,0.000962,0.002469
1357711496000,598,0.000765,0.002580
1357711497000,541,0.000996,0.002404
1357711498000,559,0.000878,0.002063
1357711499000,568,0.000940,0.002223
1357711500000,443,0.000614,0.002079
1357711501000,589,0.000904,0.002677
1357711502000,655,0.000806,0.002065
1357711503000,576,0.000898,0.002434
1357711504000,522,0.000751,0.005857
1357711505000,468,0.000900,0.002111
1357711506000,561,0.000923,0.002375
1357711507000,373,0.000883,0.001626
1357711508000,586,0.000872,0.002117
1357711509000,451,0.000877,0.002160
1357711510000,444,0.000938,0.003134
1357711511000,705,0.000875,0.001851
1357711512000,660,0.000888,0.002198
1357711513000,454,0.000828,0.002064
1357711514000,382,0.000785,0.002026
1357711515000,587,0.000856,0.002098
1357711516000,543,0.000806,0.002031
1357711517000,482,0.000850,0.001864
1357711518000,538,0.000838,0.002935
1357711519000,682,0.000812,0.001941
1357711520000,459,0.000695,0.001730
1357711521000,648,0.000859,0.001971
1357711522000,431,0.000702,0.001700
1357711523000,552,0.000914,0.002254
1357711524000,453,0.000926,0.001899
1357711525000,793,0.000793,0.001884
1357711526000,386,0.000828,0.001885
1357711527000,581,0.000857,0.002247
1357711528000,412,0.000849,0.002057
1357711529000,425,0.000690,0.002124
1357711530000,279,0.001103,0.014665
1357711531000,588,0.000775,0.001822
1357711532000,345,0.000705,0.002039
1357711533000,691,0.001040,0.003612
1357711534000,489,0.001062,0.003241
1357711535000,464,0.000876,0.002330
1357711536000,401,0.000767,0.002292
1357711537000,611,0.000866,0.001791
1357711538000,460,0.000846,0.002799
1357711539000,464,0.000887,0.002031
1357711540000,592,0.000888,0.002492
1357711541000,762,0.000846,0.002002
1357711542000,520,0.000994,0.002598
1357711543000,892,0.000890,0.002276
1357711544000,668,0.000821,0.001863
1357711545000,599,0.000927,0.002157
1357711546000,474,0.000838,0.001915
1357711547000,516,0.000879,0.002071
1357711548000,664,0.000835,0.002366
1357711549000,777,0.000882,0.002221
1357711550000,530,0.000861,0.002876
1357711551000,394,0.000987,0.005598
1357711552000,392,0.000790,0.002342
1357711553000,620,0.000762,0.001786
1357711554000,657,0.001037,0.001956
1357711555000,285,0.000795,0.001679
1357711556000,557,0.000843,0.001978
1357711557000,684,0.000860,0.002186
1357711558000,529,0.000760,0.001963
1357711559000,421,0.000763,0.001664
1357711560000,484,0.000879,0.002010
1357711561000,751,0.001017,0.002230
1357711562000,427,0.000759,0.001797
1357711563000,874,0.000793,0.001846
1357711564000,648,0.000908,0.002345
1357711565000,526,0.000806,0.002893
1357711566000,661,0.001009,0.003457
1357711567000,611,0.000906,0.002296
1357711568000,305,0.000875,0.001702
1357711569000,688,0.000791,0.002530
1357711570000,564,0.000744,0.002268
1357711571000,588,0.000899,0.003258
1357711572000,689,0.000893,0.002329
1357711573000,580,0.000826,0.002015
1357711574000,431,0.000900,0.001992
1357711575000,925,0.000866,0.002403
1357711576000,665,0.000913,0.002197
1357711577000,236,0.000867,0.002765
1357711578000,733,0.000890,0.002102
1357711579000,389,0.000862,0.002073
1357711580000,548,0.000844,0.002385
1357711581000,636,0.000650,0.001920
1357711582000,706,0.000848,0.001938
1357711583000,358,0.000788,0.001786
1357711584000,598,0.000879,0.002883
1357711585000,414,0.000856,0.001557
1357711586000,559,0.000869,0.002140
1357711587000,588,0.000910,0.002302
1357711588000,798,0.000827,0.002055
1357711589000,769,0.000781,0.003145
1357711590000,798,0.000735,0.001944
1357711591000,678,0.000891,0.002162
1357711592000,678,0.000720,0.001590
1357711593000,769,0.000749,0.001723
1357711594000,446,0.000848,0.001741
1357711595000,557,0.000870,0.001757
1357711596000,663,0.000922,0.002110
1357711597000,671,0.000855,0.001750
1357711598000,596,0.000936,0.002684
1357711599000,626,0.000893,0.002954
1357711600000,621,0.000796,0.002028
1357711601000,667,0.000829,0.001917
1357711602000,406,0.000845,0.001808
1357711603000,381,0.000803,0.002031
1357711604000,375,0.000845,0.001991
1357711605000,685,0.000792,0.001967
1357711606000,624,0.000913,0.002226
1357711607000,434,0.000792,0.002695
1357711608000,727,0.001005,0.002560
1357711609000,789,0.000912,0.002071
1357711610000,606,0.000878,0.001921
1357711611000,715,0.000817,0.004827
1357711612000,456,0.000718,0.002565
1357711613000,390,0.000917,0.003269
1357711614000,627,0.000694,0.001938
1357711615000,767,0.000834,0.002173
1357711616000,803,0.000771,0.002188
1357711617000,722,0.000877,0.001886
1357711618000,382,0.000731,0.001910
1357711619000,393,0.000837,0.002261
1357711620000,508,0.000967,0.001763
1357711621000,648,0.000908,0.002748
1357711622000,438,0.000981,0.003061
1357711623000,476,0.000679,0.001928
1357711624000,522,0.001017,0.003077
1357711625000,725,0.000911,0.002837
1357711626000,538,0.000885,0.002111
1357711627000,501,0.000848,0.002292
1357711628000,481,0.000900,0.001979
1357711629000,554,0.000959,0.002174
1357711630000,545,0.000724,0.001882
1357711631000,553,0.000795,0.001892
1357711632000,365,0.000857,0.002200
1357711633000,655,0.000891,0.002134
1357711634000,688,0.000902,0.001847
1357711635000,667,0.000901,0.001631
1357711636000,399,0.000962,0.002419
1357711637000,734,0.000880,0.002039
1357711638000,644,0.000761,0.002446
1357711639000,671,0.000961,0.002297
1357711640000,374,0.000763,0.003696
1357711641000,658,0.000806,0.002129
1357711642000,400,0.001012,0.004274
1357711643000,768,0.000828,0.002266
1357711644000,557,0.000843,0.001923
1357711645000,379,0.000963,0.002052
1357711646000,625,0.000959,0.003251
1357711647000,601,0.000647,0.002117
1357711648000,732,0.000919,0.003810
1357711649000,822,0.000772,0.002331
1357711650000,737,0.001054,0.003218
1357711651000,445,0.000963,0.002000
1357711652000,517,0.000876,0.002226
1357711653000,812,0.000853,0.002328
1357711654000,710,0.000948,0.002416
1357711655000,474,0.000852,0.002075
1357711656000,449,0.000805,0.002014
1357711657000,542,0.000844,0.001781
1357711658000,575,0.000852,0.002358
1357711659000,560,0.000768,0.001714
1357711660000,581,0.000834,0.002053
1357711661000,593,0.000750,0.001764
1357711662000,588,0.000830,0.001769
1357711663000,405,0.000833,0.002521
1357711664000,796,0.000772,0.001818
1357711665000,481,0.000966,0.002212
1357711666000,566,0.000787,0.002295
1357711667000,567,0.000815,0.002047
1357711668000,516,0.000764,0.001879
1357711669000,647,0.000962,0.002616
1357711670000,686,0.000863,0.001884
1357711671000,405,0.000895,0.003257
1357711672000,675,0.000981,0.002412
1357711673000,719,0.000792,0.001922
1357711674000,426,0.000768,0.001670
1357711675000,710,0.000801,0.002616
1357711676000,854,0.000928,0.001998
1357711677000,683,0.000753,0.001693
1357711678000,519,0.000830,0.002007
1357711679000,713,0.000840,0.002370
1357711680000,407,0.000786,0.001704
1357711681000,724,0.000890,0.001689
1357711682000,997,0.000804,0.002766
1357711683000,579,0.000818,0.003411
1357711684000,474,0.000851,0.002312
1357711685000,909,0.000964,0.002287
1357711686000,602,0.000757,0.002057
1357711687000,593,0.000727,0.001987
1357711688000,551,0.000852,0.002013
1357711689000,585,0.001132,0.002513
1357711690000,719,0.000923,0.002137
1357711691000,646,0.000729,0.002173
1357711692000,557,0.000768,0.001956
1357711693000,557,0.000844,0.002138
1357711694000,760,0.000830,0.002072
1357711695000,657,0.000794,0.002045
1357711696000,626,0.000760,0.002098
1357711697000,430,0.000811,0.002297
1357711698000,503,0.000813,0.002092
1357711699000,640,0.000848,0.002097
1357711700000,608,0.000995,0.002144
1357711701000,529,0.000789,0.002476
1357711702000,772,0.000897,0.002110
1357711703000,739,0.000824,0.002118
1357711704000,572,0.000877,0.002219
1357711705000,668,0.000870,0.002619
1357711706000,627,0.001222,0.005845
1357711707000,729,0.000837,0.002074
1357711708000,832,0.000875,0.002308
1357711709000,667,0.000822,0.001965
1357711710000,392,0.000990,0.001937
1357711711000,647,0.000883,0.001983
1357711712000,685,0.000910,0.003270
1357711713000,747,0.000907,0.002654
1357711714000,456,0.001103,0.007342
1357711715000,464,0.000897,0.002001
1357711716000,633,0.000860,0.002708
1357711717000,699,0.000876,0.002105
1357711718000,388,0.000786,0.001661
1357711719000,365,0.000873,0.002896
1357711720000,370,0.000775,0.002232
1357711721000,517,0.000943,0.002148
1357711722000,453,0.000860,0.001886
1357711723000,673,0.000906,0.003513
1357711724000,705,0.000807,0.002610
1357711725000,889,0.000760,0.001959
1357711726000,700,0.000926,0.006020
1357711727000,695,0.000751,0.001783
1357711728000,495,0.000838,0.002159
1357711729000,564,0.000760,0.002012
1357711730000,368,0.000807,0.001841
1357711731000,488,0.000814,0.002562
1357711732000,456,0.000905,0.004955
1357711733000,449,0.000615,0.001946
1357711734000,578,0.000678,0.001735
1357711735000,334,0.000788,0.002435
1357711736000,466,0.000777,0.002206
1357711737000,570,0.000724,0.002057
1357711738000,715,0.000975,0.001934
1357711739000,618,0.000818,0.002457
1357711740000,438,0.000812,0.002401
1357711741000,910,0.001005,0.003372
1357711742000,673,0.000842,0.001806
1357711743000,651,0.000844,0.002779
1357711744000,761,0.000754,0.002322
1357711745000,479,0.000734,0.001803
1357711746000,484,0.000872,0.004239
1357711747000,506,0.000851,0.001843
1357711748000,655,0.000834,0.001958
1357711749000,386,0.000948,0.002400
1357711750000,612,0.000809,0.002094
1357711751000,493,0.000895,0.002111
1357711752000,591,0.000849,0.002130
1357711753000,506,0.000833,0.002301
1357711754000,540,0.000839,0.001905
1357711755000,587,0.000833,0.003658
1357711756000,565,0.000897,0.002031
1357711757000,616,0.000832,0.001691
1357711758000,608,0.000888,0.002120
1357711759000,445,0.000830,0.003502
1357711760000,662,0.000945,0.003027
1357711761000,513,0.000835,0.002137
1357711762000,722,0.000834,0.002413
1357711763000,703,0.000998,0.002623
1357711764000,344,0.000836,0.002295
1357711765000,455,0.000785,0.002038
1357711766000,763,0.000897,0.002128
1357711767000,539,0.000879,0.002109
1357711768000,488,0.000759,0.002274
1357711769000,605,0.000837,0.003718
1357711770000,861,0.000727,0.002042
1357711771000,592,0.000839,0.002089
1357711772000,565,0.000842,0.001983
1357711773000,514,0.000875,0.004480
1357711774000,573,0.000760,0.002797
1357711775000,322,0.000729,0.001797
1357711776000,552,0.000782,0.001560
1357711777000,518,0.000774,0.001721
1357711778000,581,0.000723,0.002368
1357711779000,559,0.000914,0.002246
1357711780000,288,0.000849,0.003244
1357711781000,775,0.000921,0.001958
1357711782000,711,0.000695,0.001908
1357711783000,505,0.000735,0.001995
1357711784000,544,0.000810,0.002172
1357711785000,770,0.000843,0.002028
1357711786000,556,0.000867,0.002386
1357711787000,524,0.000816,0.001915
1357711788000,499,0.000853,0.002299
1357711789000,603,0.000771,0.001839
1357711790000,441,0.000788,0.001989
1357711791000,499,0.000739,0.001729
1357711792000,613,0.000823,0.001975
1357711793000,751,0.000874,0.002213
1357711794000,670,0.000844,0.002329
1357711795000,458,0.000804,0.001984
1357711796000,380,0.000679,0.002035
1357711797000,606,0.000833,0.002062
1357711798000,592,0.000718,0.001909
1357711799000,508,0.000781,0.001931
1357711800000,528,0.000834,0.002834
1357711801000,843,0.001027,0.002997
1357711802000,763,0.000759,0.002932
1357711803000,377,0.000740,0.001869
1357711804000,633,0.000887,0.002258
1357711805000,423,0.000976,0.002889
1357711806000,419,0.000760,0.002711
1357711807000,698,0.000822,0.002129
1357711808000,471,0.000754,0.003025
1357711809000,653,0.000860,0.002166
1357711810000,488,0.000693,0.001854
1357711811000,748,0.000947,0.003666
1357711812000,830,0.000873,0.002087
1357711813000,508,0.000767,0.001950
1357711814000,791,0.000829,0.002656
1357711815000,539,0.000803,0.002357
1357711816000,872,0.000841,0.002194
1357711817000,610,0.000894,0.002182
1357711818000,603,0.000784,0.002018
1357711819000,428,0.000864,0.002117
1357711820000,582,0.001035,0.003108
1357711821000,409,0.000900,0.329051
1357711822000,828,0.001345,0.006375
1357711823000,648,0.000865,0.001868
1357711824000,442,0.000708,0.002805
1357711825000,437,0.000782,0.001902
1357711826000,574,0.000753,0.002120
1357711827000,726,0.000855,0.001906
1357711828000,549,0.000742,0.001897
1357711829000,854,0.000791,0.002820
1357711830000,399,0.000990,0.002337
1357711831000,420,0.000885,0.002879
1357711832000,370,0.000887,0.002479
1357711833000,551,0.000743,0.001920
1357711834000,379,0.000892,0.002524
1357711835000,501,0.000949,0.002436
1357711836000,452,0.000737,0.002000
1357711837000,499,0.000762,0.001943
1357711838000,539,0.001080,0.003886
1357711839000,730,0.000803,0.002237
1357711840000,722,0.000795,0.002212
1357711841000,910,0.000935,0.003064
1357711842000,509,0.000801,0.001675
1357711843000,785,0.000747,0.002229
1357711844000,521,0.000814,0.002177
1357711845000,690,0.000916,0.002318
1357711846000,730,0.000794,0.002074
1357711847000,476,0.000922,0.002164
1357711848000,534,0.000724,0.001589
1357711849000,473,0.000940,0.002715
1357711850000,486,0.000751,0.001809
1357711851000,551,0.000805,0.002268
1357711852000,602,0.000878,0.002272
1357711853000,529,0.000821,0.002340
1357711854000,743,0.000855,0.002421
1357711855000,567,0.000879,0.002106
1357711856000,531,0.000838,0.002590
1357711857000,525,0.000714,0.001859
1357711858000,474,0.000964,0.002407
1357711859000,884,0.000856,0.001919
1357711860000,700,0.000842,0.001956
1357711861000,636,0.000877,0.002782
1357711862000,586,0.000791,0.002610
1357711863000,700,0.000813,0.001859
1357711864000,603,0.000980,0.002417
1357711865000,934,0.000824,0.001959
1357711866000,712,0.000865,0.002364
1357711867000,579,0.000825,0.002041
1357711868000,662,0.000829,0.001856
1357711869000,557,0.000824,0.001669
1357711870000,463,0.000874,0.001860
1357711871000,497,0.000695,0.001936
1357711872000,695,0.000936,0.002125
1357711873000,622,0.000862,0.001840
1357711874000,695,0.000871,0.001898
1357711875000,571,0.000745,0.001782
1357711876000,564,0.000914,0.001902
1357711877000,554,0.000816,0.002238
1357711878000,691,0.000886,0.002347
1357711879000,580,0.000849,0.002359
1357711880000,525,0.000854,0.003372
1357711881000,510,0.000754,0.001910
1357711882000,377,0.000855,0.001919
1357711883000,664,0.000887,0.002183
1357711884000,462,0.000967,0.002103
1357711885000,483,0.000905,0.002125
1357711886000,486,0.000890,0.002226
1357711887000,457,0.000910,0.002268
1357711888000,663,0.000836,0.001890
1357711889000,639,0.000884,0.002419
1357711890000,491,0.000783,0.001864
1357711891000,543,0.000825,0.001842
1357711892000,431,0.000968,0.004669
1357711893000,585,0.000973,0.002392
1357711894000,730,0.000768,0.002002
1357711895000,604,0.000795,0.001848
1357711896000,589,0.000888,0.002061
1357711897000,639,0.000894,0.001857
1357711898000,416,0.000818,0.001885
1357711899000,353,0.000826,0.001783
1357711900000,509,0.000778,0.002335
1357711901000,490,0.000781,0.002026
1357711902000,723,0.000864,0.002044
1357711903000,492,0.000725,0.001998
1357711904000,621,0.000850,0.002067
1357711905000,642,0.000903,0.001982
1357711906000,564,0.000899,0.003381
1357711907000,764,0.000779,0.002065
1357711908000,766,0.000760,0.002032
1357711909000,471,0.000808,0.002092
1357711910000,584,0.000912,0.002426
1357711911000,613,0.000772,0.001727
1357711912000,513,0.000839,0.002238
1357711913000,503,0.000742,0.001877
1357711914000,646,0.000916,0.002001
1357711915000,492,0.000859,0.002066
1357711916000,371,0.000830,0.001947
1357711917000,644,0.000865,0.001805
1357711918000,684,0.000886,0.003070
1357711919000,432,0.000804,0.001982
1357711920000,781,0.000876,0.001974
1357711921000,718,0.000919,0.002074
1357711922000,491,0.000869,0.002918
1357711923000,572,0.000814,0.001601
1357711924000,571,0.000807,0.002461
1357711925000,618,0.000700,0.002494
1357711926000,573,0.000895,0.003023
1357711927000,801,0.000762,0.002808
1357711928000,501,0.000786,0.002248
1357711929000,512,0.002104,0.003521
1357711930000,544,0.000831,0.002137
1357711931000,587,0.000740,0.001713
1357711932000,619,0.000787,0.002092
1357711933000,679,0.000843,0.001994
1357711934000,586,0.000965,0.002721
1357711935000,569,0.000796,0.002102
1357711936000,513,0.000822,0.002336
1357711937000,692,0.000807,0.002129
1357711938000,531,0.000900,0.002813
1357711939000,520,0.000786,0.001921
1357711940000,512,0.000850,0.001881
1357711941000,741,0.000860,0.004207
1357711942000,657,0.000849,0.002352
1357711943000,498,0.000855,0.002338
1357711944000,511,0.000740,0.002799
1357711945000,630,0.000876,0.001851
1357711946000,451,0.000774,0.001737
1357711947000,534,0.000888,0.002144
1357711948000,404,0.000799,0.003703
1357711949000,641,0.000899,0.002206
1357711950000,629,0.000831,0.001821
1357711951000,750,0.000808,0.001942
1357711952000,446,0.001046,0.002251
1357711953000,558,0.000871,0.002704
1357711954000,408,0.000922,0.007838
1357711955000,655,0.000809,0.002334
1357711956000,570,0.000923,0.002233
1357711957000,381,0.000893,0.003803
1357711958000,500,0.000772,0.001720
1357711959000,742,0.000839,0.001998
1357711960000,748,0.000949,0.002721
1357711961000,675,0.000970,0.002193
1357711962000,944,0.000819,0.002126
1357711963000,701,0.000847,0.002383
1357711964000,468,0.000755,0.001684
1357711965000,534,0.000758,0.001960
1357711966000,775,0.000907,0.002830
1357711967000,369,0.000752,0.001701
1357711968000,566,0.000928,0.003453
1357711969000,362,0.000815,0.001963
1357711970000,515,0.000855,0.002869
1357711971000,734,0.000778,0.001923
1357711972000,774,0.000799,0.002357
1357711973000,593,0.000878,0.002201
1357711974000,534,0.000832,0.002193
1357711975000,465,0.000897,0.002242
1357711976000,846,0.000846,0.003043
1357711977000,583,0.000866,0.001985
1357711978000,552,0.001008,0.002086
1357711979000,447,0.000873,0.002754
1357711980000,391,0.000999,0.001957
1357711981000,782,0.000936,0.002368
1357711982000,848,0.000990,0.002770
1357711983000,925,0.000744,0.002633
1357711984000,638,0.000916,0.003357
1357711985000,778,0.000796,0.002102
1357711986000,678,0.000912,0.002251
1357711987000,871,0.000847,0.002525
1357711988000,450,0.000882,0.002258
1357711989000,392,0.000839,0.001990
1357711990000,368,0.000717,0.001582
1357711991000,552,0.000970,0.002018
1357711992000,709,0.000801,0.001969
1357711993000,463,0.000836,0.002042
1357711994000,684,0.000870,0.002065
1357711995000,513,0.000994,0.002728
1357711996000,782,0.000775,0.002506
1357711997000,624,0.000866,0.002224
1357711998000,570,0.000988,0.002475
1357711999000,473,0.000853,0.002496
1357712000000,507,0.000896,0.002199
1357712001000,526,0.000842,0.003980
1357712002000,705,0.000888,0.002256
1357712003000,542,0.000838,0.002294
1357712004000,448,0.000932,0.001904
1357712005000,478,0.000841,0.002402
1357712006000,583,0.000818,0.002178
1357712007000,762,0.000798,0.001894
1357712008000,678,0.000849,0.002217
1357712009000,536,0.000921,0.002824
1357712010000,807,0.000854,0.002188
1357712011000,630,0.000713,0.002143
1357712012000,517,0.000773,0.001886
1357712013000,478,0.000967,0.009039
1357712014000,983,0.000848,0.003737
1357712015000,620,0.000806,0.002315
1357712016000,694,0.000917,0.002206
1357712017000,488,0.000783,0.002827
1357712018000,596,0.000969,0.001849
1357712019000,808,0.000868,0.002849
1357712020000,586,0.000827,0.002002
1357712021000,583,0.000879,0.002962
1357712022000,546,0.000761,0.002154
1357712023000,772,0.000860,0.002313
1357712024000,602,0.000856,0.002411
1357712025000,632,0.000881,0.001999
1357712026000,540,0.000920,0.012373
1357712027000,469,0.000855,0.002350
1357712028000,517,0.000785,0.001945
1357712029000,695,0.000712,0.001956
1357712030000,628,0.000677,0.002021
1357712031000,569,0.000897,0.003509
1357712032000,489,0.000768,0.002223
1357712033000,496,0.000947,0.002048
1357712034000,525,0.000723,0.003144
1357712035000,656,0.000776,0.001771
1357712036000,512,0.000799,0.001934
1357712037000,492,0.000733,0.001945
1357712038000,593,0.000976,0.002221
1357712039000,619,0.000863,0.002586
1357712040000,779,0.000937,0.002241
1357712041000,729,0.000862,0.002464
1357712042000,503,0.000926,0.002524
1357712043000,609,0.000877,0.001938
1357712044000,406,0.000692,0.001842
1357712045000,592,0.000839,0.003294
1357712046000,405,0.000915,0.002198
1357712047000,708,0.001324,0.006642
1357712048000,630,0.000777,0.002091
1357712049000,729,0.000876,0.002109
1357712050000,890,0.000736,0.001751
1357712051000,587,0.000795,0.002118
1357712052000,749,0.000848,0.002270
1357712053000,481,0.000920,0.002254
1357712054000,554,0.000813,0.002358
1357712055000,813,0.000922,0.002121
1357712056000,372,0.000823,0.002177
1357712057000,670,0.000745,0.002043
1357712058000,523,0.000867,0.003122
1357712059000,557,0.000717,0.001523
1357712060000,543,0.000688,0.002028
1357712061000,484,0.000796,0.002043
1357712062000,655,0.000894,0.002485
1357712063000,647,0.000661,0.001885
1357712064000,429,0.000921,0.002009
1357712065000,854,0.000875,0.002513
1357712066000,680,0.000897,0.001996
1357712067000,677,0.000821,0.001886
1357712068000,379,0.000887,0.002135
1357712069000,639,0.000968,0.002598
1357712070000,678,0.000788,0.002297
1357712071000,587,0.000817,0.001897
1357712072000,796,0.000793,0.001938
1357712073000,542,0.000782,0.002069
1357712074000,294,0.000632,0.002562
1357712075000,570,0.000818,0.002142
1357712076000,345,0.000834,0.004185
1357712077000,550,0.000813,0.001746
1357712078000,723,0.000910,0.002196
1357712079000,618,0.000779,0.002182
1357712080000,674,0.000809,0.002053
1357712081000,536,0.000746,0.001938
1357712082000,533,0.000830,0.002933
1357712083000,700,0.001069,0.003700
1357712084000,553,0.000870,0.002745
1357712085000,776,0.000790,0.001800
1357712086000,476,0.000786,0.001873
1357712087000,698,0.000812,0.002116
1357712088000,544,0.000832,0.002170
1357712089000,646,0.000794,0.001930
1357712090000,615,0.000810,0.001789
1357712091000,440,0.000801,0.001796
1357712092000,618,0.000745,0.002025
1357712093000,343,0.000995,0.002658
1357712094000,505,0.000702,0.002189
1357712095000,423,0.000793,0.002613
1357712096000,687,0.000808,0.001972
1357712097000,513,0.000887,0.002208
1357712098000,370,0.000917,0.002022
1357712099000,707,0.000721,0.001867
1357712100000,515,0.000874,0.002053
1357712101000,548,0.000769,0.001974
1357712102000,575,0.000842,0.001729
1357712103000,424,0.000657,0.005454
