time,count,p90,p99
1357712104000,626,0.000896,0.002197
1357712105000,750,0.001322,0.004615
1357712106000,818,0.001507,0.005729
1357712107000,939,0.001653,0.012110
1357712108000,1270,0.001347,0.003496
1357712109000,920,0.001815,0.913491
1357712110000,571,0.021223,0.031454
1357712111000,518,0.002232,1.800288
1357712112000,528,0.002745,0.011638
1357712113000,1694,0.002984,1.062001
1357712114000,1815,0.003926,1.814334
1357712116000,2176,0.005551,0.036988
1357712117000,892,0.013049,0.812074
1357712118000,864,0.007525,1.977396
1357712120000,3161,0.010589,0.067035
1357712121000,546,0.028511,2.216033
1357712123000,1678,0.007507,0.060851
1357712124000,1579,0.026176,2.334711
1357712126000,446,0.038280,0.092317
1357712127000,2794,0.037871,1.400678
1357712129000,1408,0.028707,1.647955
1357712131000,1830,0.032009,0.092827
1357712132000,843,0.051415,2.315006
1357712135000,2098,0.037316,0.087108
1357712136000,637,0.062073,2.336284
1357712138000,1173,0.042673,0.096732
1357712139000,2300,0.040808,2.060757
1357712141000,227,0.048012,0.122942
1357712142000,1477,0.049162,0.291361
1357712143000,811,0.039056,2.442781
1357712145000,367,0.034301,0.095510
1357712146000,3125,0.032259,0.087512
1357712147000,833,0.085529,2.178896
1357712150000,2555,0.049108,0.111544
1357712151000,1415,0.077216,1.944399
1357712153000,864,0.062571,0.125376
1357712154000,2572,0.055023,0.128666
1357712155000,2522,0.050791,0.375242
1357712156000,957,0.037710,1.750954
1357712158000,2801,0.025050,0.088935
1357712159000,1497,0.049206,1.458976
1357712160000,145,0.035336,0.065735
1357712161000,1224,0.010449,1.132979
1357712162000,938,0.036630,0.090049
1357712163000,3228,0.021919,0.905000
1357712164000,1062,0.050171,0.114444
1357712165000,3226,0.011133,0.081060
1357712167000,5265,0.013510,0.054931
1357712168000,2286,0.042063,0.140057
1357712169000,840,0.051302,2.404025
1357712171000,1752,0.013952,0.076227
1357712172000,3780,0.026774,0.092977
1357712173000,3021,0.039502,0.300742
1357712174000,2106,0.052790,1.688543
1357712176000,1124,0.046471,0.118458
1357712177000,3199,0.044860,0.111726
1357712178000,3595,0.036277,0.102849
1357712179000,533,0.068498,2.303485
1357712181000,1849,0.043847,0.110024
1357712182000,2760,0.038997,0.153330
1357712183000,2503,0.051322,0.117117
1357712184000,1110,0.065857,1.285394
1357712185000,937,0.051656,0.114331
1357712186000,2360,0.060320,0.149569
1357712187000,1290,0.056723,1.061535
1357712188000,1461,0.054477,0.129197
1357712189000,2118,0.031082,0.403742
1357712190000,10,1.125757,1.194721
1357712191000,1448,0.039444,0.109382
1357712192000,639,0.001282,0.010998
1357712193000,344,0.002624,2.882454
1357712194000,28,2.636815,2.665433
1357712196000,770,0.036436,0.124304
1357712197000,1516,0.002402,0.033806
1357712198000,492,0.000984,0.003133
1357712199000,513,0.001123,0.005200
1357712200000,502,0.001293,0.004293
1357712201000,329,0.001246,0.005171
1357712202000,497,0.001370,0.054268
1357712203000,602,0.001008,0.002700
1357712204000,104,0.760706,1.555444
1357712205000,726,0.004574,0.058104
1357712206000,462,0.001153,1.075755
1357712207000,108,0.154186,0.793818
1357712208000,1105,0.001895,0.014671
1357712209000,441,0.002966,0.162508
1357712210000,625,0.001065,0.004897
1357712211000,535,0.005674,1.460296
1357712213000,1156,0.010192,0.044292
1357712214000,709,0.001196,0.004025
1357712215000,514,0.001493,0.013207
1357712216000,110,1.943058,2.527958
1357712217000,11,1.717393,1.725415
1357712218000,819,0.019544,0.060158
1357712219000,1067,0.001233,0.004357
1357712220000,512,0.000997,0.002957
1357712221000,359,0.001198,0.006363
1357712222000,437,0.001675,0.046936
1357712223000,73,2.640832,2.748877
1357712224000,6,1.755635,1.772386
1357712225000,439,0.045379,0.134465
1357712226000,1244,0.035417,0.110277
1357712227000,283,0.001140,0.002783
1357712228000,338,0.001075,0.002311
1357712229000,465,0.001751,0.003646
1357712230000,547,0.001072,0.003240
1357712231000,533,0.001036,0.003186
1357712232000,441,0.001304,0.158768
1357712233000,676,0.001191,0.005956
1357712234000,405,0.000917,0.003759
1357712235000,547,0.000985,0.003022
1357712236000,532,0.000998,0.003684
1357712237000,770,0.001021,0.003673
1357712238000,669,0.001053,0.003027
1357712239000,404,0.001015,0.003832
1357712240000,404,0.000979,0.002227
1357712241000,340,0.001073,0.002216
1357712242000,607,0.001066,0.023826
1357712243000,555,0.001003,0.002325
1357712244000,459,0.000956,0.002867
1357712245000,591,0.001060,0.003680
1357712246000,298,0.000991,0.002161
1357712247000,565,0.000829,0.002165
1357712248000,542,0.000832,0.002577
1357712249000,544,0.000944,0.003441
1357712250000,526,0.000860,0.002229
1357712251000,466,0.000813,0.001742
1357712252000,726,0.000853,0.001918
1357712253000,708,0.000846,0.002041
1357712254000,574,0.001077,0.002262
1357712255000,679,0.000848,0.002348
1357712256000,465,0.001058,0.002845
1357712257000,527,0.001054,0.004732
1357712258000,545,0.000707,0.002132
1357712259000,503,0.000786,0.001776
1357712260000,564,0.000935,0.002104
1357712261000,598,0.000834,0.001663
1357712262000,442,0.000870,0.003190
1357712263000,524,0.000959,0.002309
1357712264000,714,0.000880,0.001913
1357712265000,486,0.000831,0.002283
1357712266000,391,0.000864,0.002173
1357712267000,512,0.000920,0.002151
1357712268000,642,0.000794,0.001797
1357712269000,508,0.000884,0.002104
1357712270000,488,0.000799,0.001907
1357712271000,269,0.000808,0.002180
1357712272000,558,0.000828,0.001706
1357712273000,473,0.000863,0.001718
1357712274000,498,0.000932,0.001986
1357712275000,356,0.000840,0.002359
1357712276000,490,0.000803,0.002209
1357712277000,687,0.000898,0.001972
1357712278000,504,0.000774,0.001823
1357712279000,659,0.000794,0.002052
1357712280000,615,0.000942,0.002089
1357712281000,450,0.000915,0.002407
1357712282000,589,0.000935,0.002000
1357712283000,291,0.000829,0.001876
1357712284000,532,0.000854,0.002038
1357712285000,801,0.000830,0.002019
1357712286000,839,0.000764,0.002535
1357712287000,509,0.000918,0.002406
1357712288000,390,0.000866,0.002890
1357712289000,510,0.001455,0.003650
1357712290000,346,0.000925,0.002106
1357712291000,570,0.000837,0.002068
1357712292000,698,0.000831,0.002188
1357712293000,503,0.000830,0.004187
1357712294000,467,0.000928,0.002300
1357712295000,539,0.000900,0.002181
1357712296000,691,0.000841,0.002353
1357712297000,702,0.000789,0.002177
1357712298000,626,0.000842,0.001915
1357712299000,362,0.000959,0.001870
1357712300000,479,0.001018,0.002795
1357712301000,591,0.000893,0.002182
1357712302000,446,0.001002,0.011372
1357712303000,516,0.000963,0.002797
1357712304000,559,0.000876,0.001953
1357712305000,579,0.000838,0.002778
1357712306000,520,0.000925,0.001978
1357712307000,537,0.000884,0.002643
1357712308000,619,0.000879,0.001940
1357712309000,546,0.000696,0.001745
1357712310000,421,0.000861,0.004503
1357712311000,616,0.000844,0.002319
1357712312000,762,0.000894,0.002825
1357712313000,716,0.000887,0.002231
1357712314000,572,0.000849,0.001877
1357712315000,352,0.000831,0.001970
1357712316000,825,0.000862,0.002371
1357712317000,533,0.000833,0.002045
1357712318000,477,0.000859,0.002168
1357712319000,666,0.000815,0.002416
1357712320000,576,0.000842,0.002807
1357712321000,645,0.000808,0.006812
1357712322000,550,0.000796,0.001939
1357712323000,811,0.000931,0.002437
1357712324000,719,0.000810,0.001969
1357712325000,541,0.001128,0.003984
1357712326000,489,0.000980,0.004963
1357712327000,585,0.000801,0.001955
1357712328000,628,0.000738,0.001972
1357712329000,564,0.000853,0.002338
1357712330000,483,0.000912,0.001726
1357712331000,418,0.000907,0.001921
1357712332000,511,0.000835,0.002460
1357712333000,402,0.000912,0.001831
1357712334000,511,0.001006,0.003198
1357712335000,539,0.000900,0.003461
1357712336000,566,0.000816,0.002173
1357712337000,562,0.000864,0.001920
1357712338000,654,0.000960,0.004758
1357712339000,360,0.000775,0.001786
1357712340000,362,0.001038,0.001972
1357712341000,609,0.000971,0.002085
1357712342000,508,0.000821,0.002730
1357712343000,648,0.000947,0.003295
1357712344000,497,0.000845,0.002517
1357712345000,464,0.000754,0.001668
1357712346000,453,0.000961,0.002020
1357712347000,354,0.000839,0.002024
1357712348000,606,0.000885,0.002424
1357712349000,403,0.000815,0.001930
1357712350000,596,0.000798,0.002736
1357712351000,602,0.000793,0.002411
1357712352000,501,0.000683,0.001754
1357712353000,609,0.000884,0.001933
1357712354000,576,0.000969,0.001901
1357712355000,706,0.000860,0.002036
1357712356000,581,0.000793,0.001831
1357712357000,550,0.000893,0.002232
1357712358000,647,0.000903,0.002236
1357712359000,494,0.000804,0.002342
1357712360000,589,0.000898,0.002276
1357712361000,679,0.000833,0.001971
1357712362000,712,0.000885,0.002180
1357712363000,732,0.000721,0.001624
1357712364000,518,0.000784,0.002022
1357712365000,432,0.000855,0.002160
1357712366000,297,0.000825,0.001600
1357712367000,631,0.000913,0.002133
1357712368000,543,0.000907,0.002240
1357712369000,642,0.000843,0.002057
1357712370000,565,0.000818,0.001875
1357712371000,409,0.000760,0.002198
1357712372000,668,0.000900,0.002180
1357712373000,573,0.000765,0.001821
1357712374000,428,0.000782,0.001692
1357712375000,587,0.000806,0.002056
1357712376000,494,0.000849,0.002458
1357712377000,505,0.000845,0.002421
1357712378000,568,0.000707,0.001842
1357712379000,458,0.000812,0.002712
1357712380000,732,0.000863,0.001987
1357712381000,550,0.000800,0.002263
1357712382000,584,0.000930,0.002267
1357712383000,534,0.000901,0.002718
1357712384000,398,0.000737,0.001937
1357712385000,833,0.000837,0.002094
1357712386000,534,0.000806,0.001786
1357712387000,463,0.000986,0.003338
1357712388000,337,0.000736,0.001806
1357712389000,513,0.000733,0.001822
1357712390000,488,0.000805,0.002121
1357712391000,569,0.000955,0.002286
1357712392000,495,0.001064,0.012248
1357712393000,310,0.000709,0.001583
1357712394000,456,0.000901,0.004114
1357712395000,891,0.000846,0.002092
1357712396000,577,0.000884,0.001742
1357712397000,479,0.000908,0.001823
1357712398000,556,0.000913,0.002975
1357712399000,602,0.000883,0.002082
1357712400000,340,0.000895,0.004797
1357712401000,341,0.001058,0.003256
1357712402000,714,0.001038,0.003269
1357712403000,575,0.001017,0.002107
1357712404000,489,0.000958,0.003032
1357712405000,461,0.000889,0.002020
1357712406000,649,0.000889,0.001891
1357712407000,424,0.000796,0.001799
1357712408000,447,0.000831,0.002390
1357712409000,465,0.001391,0.004804
1357712410000,502,0.000758,0.002322
1357712411000,382,0.000789,0.002023
1357712412000,443,0.000806,0.002139
1357712413000,726,0.000779,0.002334
1357712414000,517,0.000932,0.002498
1357712415000,457,0.000838,0.002936
1357712416000,509,0.000966,0.002356
1357712417000,547,0.000781,0.002235
1357712418000,519,0.000868,0.002030
1357712419000,471,0.000858,0.002485
1357712420000,512,0.000814,0.002015
1357712421000,703,0.000929,0.002620
1357712422000,417,0.000763,0.005887
1357712423000,571,0.000882,0.002856
1357712424000,702,0.000829,0.002383
1357712425000,664,0.000909,0.001906
1357712426000,655,0.000769,0.001994
1357712427000,599,0.000936,0.002180
1357712428000,470,0.000940,0.004081
1357712429000,710,0.000888,0.003172
1357712430000,380,0.000874,0.002087
1357712431000,231,0.000835,0.002091
1357712432000,674,0.000843,0.002726
1357712433000,584,0.000986,0.002933
1357712434000,553,0.000832,0.002013
1357712435000,747,0.000856,0.002238
1357712436000,586,0.000879,0.002183
1357712437000,475,0.000851,0.001842
1357712438000,600,0.001040,0.002702
1357712439000,502,0.000871,0.002400
1357712440000,490,0.000798,0.001598
1357712441000,568,0.000958,0.002126
1357712442000,582,0.000920,0.002610
1357712443000,462,0.000849,0.002763
1357712444000,631,0.000837,0.002157
1357712445000,543,0.000941,0.004550
1357712446000,653,0.000892,0.001846
1357712447000,484,0.000802,0.001986
1357712448000,552,0.000835,0.001772
1357712449000,446,0.001009,0.001972
1357712450000,629,0.000854,0.001959
1357712451000,732,0.000839,0.002551
1357712452000,501,0.000822,0.001912
1357712453000,512,0.001082,0.003093
1357712454000,580,0.000870,0.001859
1357712455000,562,0.000892,0.002036
1357712456000,633,0.000818,0.001955
1357712457000,358,0.000831,0.001832
1357712458000,460,0.000911,0.002350
1357712459000,633,0.000738,0.002290
1357712460000,673,0.000739,0.001808
1357712461000,613,0.000836,0.002282
1357712462000,634,0.000823,0.002280
1357712463000,780,0.000909,0.003628
1357712464000,403,0.000850,0.002279
1357712465000,592,0.000870,0.002190
1357712466000,842,0.000834,0.002211
1357712467000,770,0.000868,0.002018
1357712468000,415,0.000881,0.002220
1357712469000,596,0.000917,0.003192
1357712470000,680,0.000707,0.001731
1357712471000,534,0.000877,0.002337
1357712472000,567,0.000892,0.002335
1357712473000,500,0.000940,0.002827
1357712474000,768,0.000809,0.002065
1357712475000,699,0.000775,0.001930
1357712476000,445,0.000969,0.001876
1357712477000,570,0.000703,0.001783
1357712478000,538,0.000952,0.003251
1357712479000,547,0.000822,0.001967
1357712480000,582,0.000862,0.001988
1357712481000,561,0.000838,0.001935
1357712482000,571,0.000862,0.001702
1357712483000,494,0.000868,0.002198
1357712484000,749,0.000745,0.001840
1357712485000,466,0.000832,0.002082
1357712486000,503,0.000797,0.001978
1357712487000,657,0.000839,0.003063
1357712488000,733,0.000915,0.002062
1357712489000,449,0.000897,0.003146
1357712490000,621,0.000897,0.002497
1357712491000,379,0.000845,0.001994
1357712492000,563,0.000810,0.002129
1357712493000,621,0.001006,0.002273
1357712494000,721,0.000982,0.005258
1357712495000,478,0.000818,0.002329
1357712496000,567,0.000901,0.002334
1357712497000,526,0.000906,0.003156
1357712498000,423,0.000808,0.002005
1357712499000,582,0.001050,0.005015
1357712500000,707,0.000944,0.002601
1357712501000,362,0.000799,0.001388
1357712502000,600,0.000795,0.001910
1357712503000,544,0.000820,0.001933
1357712504000,540,0.000924,0.003210
1357712505000,775,0.000880,0.002161
1357712506000,494,0.000898,0.002160
1357712507000,533,0.000894,0.002313
1357712508000,827,0.000822,0.002335
1357712509000,406,0.000760,0.001968
1357712510000,634,0.000934,0.002379
1357712511000,475,0.000740,0.001903
1357712512000,501,0.000786,0.002054
1357712513000,300,0.000849,0.002304
1357712514000,551,0.000650,0.001870
1357712515000,552,0.000874,0.002220
1357712516000,510,0.000789,0.002083
1357712517000,389,0.000860,0.001933
1357712518000,544,0.000856,0.001878
1357712519000,399,0.000854,0.003287
1357712520000,461,0.000788,0.001996
1357712521000,661,0.000908,0.002308
1357712522000,583,0.000882,0.002241
1357712523000,664,0.000892,0.002623
1357712524000,678,0.000828,0.002073
1357712525000,472,0.000970,0.001883
1357712526000,709,0.000840,0.002078
1357712527000,501,0.000948,0.004237
1357712528000,510,0.000909,0.002408
1357712529000,645,0.001298,0.003809
1357712530000,438,0.000929,0.002071
1357712531000,303,0.000813,0.002475
1357712532000,374,0.000849,0.002591
1357712533000,685,0.000924,0.003529
1357712534000,570,0.000946,0.003958
1357712535000,458,0.000965,0.002058
1357712536000,373,0.000797,0.001819
1357712537000,712,0.000834,0.001879
1357712538000,478,0.001108,0.002622
1357712539000,525,0.000736,0.001987
1357712540000,613,0.000837,0.002050
1357712541000,857,0.000761,0.002177
1357712542000,634,0.000855,0.002817
1357712543000,473,0.000729,0.001922
1357712544000,486,0.000779,0.001959
1357712545000,607,0.000895,0.002093
1357712546000,481,0.000774,0.001841
1357712547000,583,0.000821,0.001800
1357712548000,618,0.000827,0.002068
1357712549000,527,0.000784,0.001911
1357712550000,776,0.000884,0.001884
1357712551000,517,0.000825,0.004503
1357712552000,695,0.000804,0.001918
1357712553000,795,0.000943,0.002578
1357712554000,585,0.000868,0.002475
1357712555000,491,0.000780,0.002147
1357712556000,639,0.000791,0.002313
1357712557000,774,0.000774,0.001862
1357712558000,770,0.000824,0.002189
1357712559000,578,0.000808,0.001876
1357712560000,526,0.000833,0.002020
1357712561000,670,0.000879,0.002517
1357712562000,769,0.000811,0.002034
1357712563000,324,0.000644,0.001855
1357712564000,416,0.000772,0.002288
1357712565000,658,0.000835,0.001922
1357712566000,610,0.000886,0.002756
1357712567000,539,0.000748,0.002281
1357712568000,977,0.000893,0.003202
1357712569000,605,0.000862,0.002203
1357712570000,776,0.000878,0.002158
1357712571000,336,0.000829,0.002404
1357712572000,608,0.000822,0.001723
1357712573000,592,0.000933,0.002522
1357712574000,564,0.000916,0.002233
1357712575000,478,0.000899,0.002058
1357712576000,493,0.000800,0.002696
1357712577000,625,0.000768,0.001797
1357712578000,528,0.000775,0.001810
1357712579000,588,0.000800,0.001802
1357712580000,565,0.000957,0.003418
1357712581000,666,0.000931,0.002595
1357712582000,666,0.000889,0.002477
1357712583000,565,0.000847,0.001959
1357712584000,471,0.000918,0.002621
1357712585000,676,0.000820,0.003316
1357712586000,640,0.000832,0.001894
1357712587000,378,0.000835,0.002024
1357712588000,626,0.000690,0.001905
1357712589000,423,0.001006,0.003692
1357712590000,547,0.000818,0.002303
1357712591000,817,0.000888,0.003506
1357712592000,610,0.000876,0.002387
1357712593000,510,0.000810,0.001778
1357712594000,552,0.000788,0.002317
1357712595000,443,0.000689,0.002094
1357712596000,669,0.000778,0.001666
1357712597000,664,0.000753,0.001917
1357712598000,404,0.000794,0.011063
1357712599000,426,0.000771,0.002779
1357712600000,558,0.000860,0.001722
1357712601000,505,0.000798,0.001830
1357712602000,619,0.000779,0.002543
1357712603000,537,0.000846,0.002427
1357712604000,594,0.000871,0.002904
1357712605000,654,0.000783,0.002265
1357712606000,433,0.000806,0.001678
1357712607000,363,0.000742,0.001777
1357712608000,721,0.000900,0.002684
1357712609000,628,0.000852,0.002536
1357712610000,713,0.000779,0.002008
1357712611000,448,0.000830,0.004002
1357712612000,597,0.001088,0.418962
1357712613000,571,0.000918,0.010238
1357712614000,657,0.000773,0.002439
1357712615000,772,0.000762,0.001703
1357712616000,751,0.000856,0.001786
1357712617000,659,0.000766,0.001871
1357712618000,495,0.000903,0.002913
1357712619000,526,0.000776,0.001849
1357712620000,684,0.000772,0.002116
1357712621000,471,0.000733,0.002119
1357712622000,471,0.000851,0.002045
1357712623000,407,0.000839,0.002032
1357712624000,540,0.000848,0.002699
1357712625000,468,0.000750,0.003654
1357712626000,699,0.000767,0.002062
1357712627000,455,0.000665,0.002045
1357712628000,579,0.000843,0.002280
1357712629000,471,0.000908,0.003422
1357712630000,652,0.000838,0.002683
1357712631000,845,0.000846,0.002055
1357712632000,993,0.000792,0.002313
1357712633000,691,0.000955,0.002578
1357712634000,317,0.000818,0.001599
1357712635000,594,0.000911,0.002940
1357712636000,317,0.000719,0.003119
1357712637000,853,0.000844,0.001984
1357712638000,541,0.000781,0.002640
1357712639000,551,0.000787,0.001907
1357712640000,567,0.000869,0.001972
1357712641000,718,0.000867,0.002292
1357712642000,702,0.000836,0.001858
1357712643000,840,0.000964,0.005072
1357712644000,555,0.000832,0.002399
1357712645000,542,0.000747,0.002672
1357712646000,393,0.000758,0.002072
1357712647000,295,0.000945,0.002929
1357712648000,681,0.000736,0.001891
1357712649000,372,0.000784,0.001874
1357712650000,436,0.000759,0.001955
1357712651000,318,0.000681,0.001518
1357712652000,488,0.000831,0.002005
1357712653000,785,0.000805,0.001905
1357712654000,860,0.000871,0.001646
1357712655000,945,0.000876,0.003128
1357712656000,482,0.000844,0.001850
1357712657000,777,0.000808,0.002166
1357712658000,575,0.000881,0.002110
1357712659000,606,0.000809,0.001990
1357712660000,574,0.000832,0.002572
1357712661000,690,0.000814,0.002027
1357712662000,756,0.000738,0.001754
1357712663000,431,0.000854,0.001681
1357712664000,399,0.000953,0.002802
1357712665000,642,0.000820,0.002269
1357712666000,819,0.000802,0.002484
1357712667000,583,0.000919,0.002282
1357712668000,467,0.000791,0.001781
1357712669000,510,0.000879,0.001729
1357712670000,761,0.000866,0.002217
1357712671000,463,0.000946,0.001922
1357712672000,662,0.000763,0.001514
1357712673000,363,0.000923,0.002796
1357712674000,536,0.000864,0.002429
1357712675000,547,0.000820,0.002137
1357712676000,548,0.000939,0.002031
1357712677000,694,0.000867,0.002054
1357712678000,518,0.000778,0.001958
1357712679000,429,0.000954,0.003201
1357712680000,558,0.000850,0.001839
1357712681000,503,0.000832,0.002238
1357712682000,438,0.000875,0.001738
1357712683000,621,0.000954,0.002338
1357712684000,628,0.000773,0.001868
1357712685000,578,0.000897,0.002572
1357712686000,581,0.000874,0.001868
1357712687000,812,0.000716,0.001747
1357712688000,507,0.000824,0.001699
1357712689000,604,0.000888,0.002074
1357712690000,678,0.000791,0.002533
1357712691000,615,0.000859,0.002007
1357712692000,677,0.000718,0.002460
1357712693000,597,0.000834,0.002277
1357712694000,529,0.000834,0.003135
1357712695000,276,0.000829,0.002819
1357712696000,516,0.000795,0.001819
1357712697000,576,0.000721,0.001813
1357712698000,606,0.001019,0.002720
1357712699000,549,0.000735,0.002031
1357712700000,632,0.000780,0.001928
1357712701000,379,0.001187,0.002695
1357712702000,652,0.000777,0.002035
1357712703000,567,0.000800,0.001708
1357712704000,809,0.000782,0.002432
1357712705000,519,0.000783,0.001906
1357712706000,431,0.000951,0.002115
1357712707000,718,0.000840,0.002198
1357712708000,527,0.000952,0.003683
1357712709000,654,0.000676,0.001765
1357712710000,586,0.000840,0.001879
1357712711000,398,0.000919,0.003151
1357712712000,518,0.000783,0.002914
1357712713000,602,0.001020,0.002157
1357712714000,612,0.000814,0.001687
1357712715000,589,0.000840,0.001883
1357712716000,518,0.000804,0.002348
1357712717000,379,0.000806,0.001916
1357712718000,437,0.000838,0.002748
1357712719000,546,0.000802,0.002343
1357712720000,509,0.000662,0.001982
1357712721000,440,0.000825,0.001699
1357712722000,661,0.000834,0.002355
1357712723000,464,0.000869,0.003020
1357712724000,472,0.000949,0.002177
1357712725000,703,0.000864,0.002500
1357712726000,900,0.001006,0.002791
1357712727000,590,0.000935,0.002667
1357712728000,463,0.000903,0.001743
1357712729000,504,0.000755,0.002384
1357712730000,528,0.000842,0.003481
1357712731000,743,0.000843,0.002654
1357712732000,396,0.000924,0.002409
1357712733000,519,0.000839,0.002173
1357712734000,546,0.000780,0.002161
1357712735000,337,0.000629,0.001703
1357712736000,583,0.000893,0.002375
1357712737000,437,0.000755,0.002218
1357712738000,662,0.000892,0.002360
1357712739000,616,0.000902,0.002406
1357712740000,546,0.000777,0.003618
1357712741000,579,0.000807,0.001916
1357712742000,543,0.000855,0.001993
1357712743000,850,0.000897,0.002197
1357712744000,335,0.000827,0.002018
1357712745000,565,0.000931,0.001898
1357712746000,652,0.000819,0.002013
1357712747000,638,0.000831,0.002009
1357712748000,497,0.000849,0.002498
1357712749000,635,0.000839,0.002273
1357712750000,330,0.001001,0.005227
1357712751000,473,0.000741,0.001708
1357712752000,624,0.000925,0.002051
1357712753000,371,0.000852,0.001915
1357712754000,598,0.000948,0.002898
1357712755000,739,0.000798,0.001750
1357712756000,794,0.000846,0.001971
1357712757000,570,0.000741,0.001937
1357712758000,622,0.000797,0.002927
1357712759000,354,0.000735,0.001546
1357712760000,519,0.000852,0.001933
1357712761000,489,0.000788,0.002780
1357712762000,692,0.000803,0.002392
1357712763000,662,0.000711,0.002697
1357712764000,458,0.000665,0.001729
1357712765000,576,0.000882,0.002136
1357712766000,752,0.000903,0.002429
1357712767000,438,0.000797,0.002286
1357712768000,612,0.000876,0.002635
1357712769000,388,0.000878,0.002130
1357712770000,639,0.000774,0.001704
1357712771000,590,0.000827,0.001640
1357712772000,442,0.000742,0.001671
1357712773000,591,0.000842,0.001904
1357712774000,677,0.000904,0.002514
1357712775000,657,0.000745,0.002016
1357712776000,799,0.000843,0.002003
1357712777000,462,0.000852,0.001949
1357712778000,574,0.000855,0.003829
1357712779000,559,0.000779,0.001823
1357712780000,683,0.000770,0.001801
1357712781000,571,0.000917,0.002419
1357712782000,691,0.000792,0.001969
1357712783000,610,0.000849,0.002044
1357712784000,604,0.000853,0.002407
1357712785000,617,0.000723,0.001880
1357712786000,719,0.000898,0.002168
1357712787000,730,0.000793,0.002210
1357712788000,538,0.000949,0.002269
1357712789000,579,0.001029,0.003073
1357712790000,504,0.000847,0.003075
1357712791000,498,0.000829,0.002509
1357712792000,567,0.000816,0.001929
1357712793000,609,0.000901,0.002608
1357712794000,716,0.000909,0.002404
1357712795000,488,0.000835,0.001941
1357712796000,342,0.000938,0.002353
1357712797000,616,0.000759,0.001843
1357712798000,869,0.000981,0.003790
1357712799000,554,0.001043,0.019511
1357712800000,597,0.000789,0.002427
1357712801000,594,0.000971,0.002447
1357712802000,594,0.000882,0.002004
1357712803000,455,0.000769,0.001665
1357712804000,1012,0.000832,0.001790
1357712805000,545,0.000852,0.001918
1357712806000,527,0.000958,0.001899
1357712807000,691,0.000984,0.002805
1357712808000,898,0.000777,0.001875
1357712809000,494,0.000914,0.002076
1357712810000,506,0.000996,0.002056
1357712811000,532,0.000804,0.002341
1357712812000,476,0.000929,0.002187
1357712813000,572,0.000938,0.003067
1357712814000,774,0.000957,0.004553
1357712815000,606,0.000798,0.002310
1357712816000,507,0.000779,0.001759
1357712817000,384,0.000878,0.001999
1357712818000,440,0.000782,0.002204
1357712819000,424,0.000772,0.001688
1357712820000,571,0.001029,0.002273
1357712821000,650,0.000785,0.002309
1357712822000,464,0.000710,0.002048
1357712823000,539,0.000755,0.003021
1357712824000,502,0.000866,0.002956
1357712825000,673,0.000758,0.002204
1357712826000,580,0.000914,0.001890
1357712827000,693,0.000868,0.002189
1357712828000,563,0.000811,0.003372
1357712829000,519,0.000813,0.001945
1357712830000,597,0.000851,0.001879
1357712831000,607,0.000675,0.002226
1357712832000,570,0.000850,0.002312
1357712833000,472,0.001034,0.002711
1357712834000,324,0.000827,0.002157
1357712835000,494,0.000826,0.001990
1357712836000,588,0.000715,0.001646
1357712837000,510,0.000834,0.002596
1357712838000,564,0.000800,0.002269
1357712839000,518,0.000840,0.001940
1357712840000,422,0.000810,0.001944
1357712841000,542,0.000780,0.002229
1357712842000,522,0.000961,0.005591
1357712843000,567,0.000832,0.001965
1357712844000,485,0.000840,0.002082
1357712845000,646,0.000855,0.002443
1357712846000,587,0.000793,0.002777
1357712847000,683,0.000873,0.001774
1357712848000,550,0.000892,0.006120
1357712849000,660,0.000767,0.001819
1357712850000,609,0.000845,0.002137
1357712851000,526,0.000787,0.001848
1357712852000,692,0.000900,0.002199
1357712853000,612,0.000912,0.003441
1357712854000,428,0.000798,0.001962
1357712855000,339,0.000865,0.001886
1357712856000,629,0.000873,0.002028
1357712857000,416,0.000829,0.001725
1357712858000,685,0.000820,0.001776
1357712859000,697,0.000884,0.002359
1357712860000,680,0.000784,0.001858
1357712861000,577,0.000845,0.002349
1357712862000,514,0.000697,0.001817
1357712863000,568,0.000642,0.001519
1357712864000,424,0.000920,0.002110
1357712865000,535,0.000900,0.003188
1357712866000,591,0.000782,0.001815
1357712867000,795,0.000759,0.002793
1357712868000,435,0.000806,0.001997
1357712869000,713,0.000872,0.001930
1357712870000,494,0.000832,0.002041
1357712871000,586,0.000928,0.002270
1357712872000,672,0.000704,0.001820
1357712873000,502,0.000783,0.002256
1357712874000,538,0.000862,0.001780
1357712875000,585,0.001010,0.004053
1357712876000,495,0.000909,0.001872
1357712877000,384,0.000759,0.002256
1357712878000,470,0.000810,0.001739
1357712879000,687,0.000758,0.001985
1357712880000,530,0.000839,0.002328
1357712881000,599,0.000912,0.001955
1357712882000,490,0.000836,0.002191
1357712883000,671,0.001004,0.003231
1357712884000,740,0.000763,0.001990
1357712885000,559,0.000834,0.002297
1357712886000,650,0.000892,0.002172
1357712887000,639,0.000876,0.002253
1357712888000,547,0.000811,0.002219
1357712889000,299,0.000902,0.002372
1357712890000,354,0.000874,0.003058
1357712891000,652,0.000829,0.001899
1357712892000,535,0.000887,0.003004
1357712893000,552,0.000800,0.001686
1357712894000,701,0.000956,0.002593
1357712895000,478,0.000788,0.002008
1357712896000,665,0.000788,0.002046
1357712897000,525,0.000715,0.001915
1357712898000,677,0.000929,0.002442
